roll_number,legal,address,land_area,land_area_unit,subdivision,zoning,market_land_site_area,market_land_site_area_unit,year_of_assessment,assessment_value,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
36314,0625834 UNIT 14,"203, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36315,0625834 UNIT 15,"205, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36316,0625834 UNIT 16,"207, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36317,0625834 UNIT 17,"309, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"139,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36318,0625834 UNIT 18,"308, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"152,900",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36319,0625834 UNIT 19,"306, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36320,0625834 UNIT 20,"304, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36321,0625834 UNIT 21,"302, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"213,400",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36322,0625834 UNIT 22,"301, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36323,0625834 UNIT 23,"303, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36324,0625834 UNIT 24,"305, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36325,0625834 UNIT 25,"307, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36326,0625834 UNIT 26,"409, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"139,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36327,0625834 UNIT 27,"408, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"139,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36328,0625834 UNIT 28,"406, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36329,0625834 UNIT 29,"404, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36330,0625834 UNIT 30,"402, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"213,400",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36331,0625834 UNIT 31,"401, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"192,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36332,0625834 UNIT 32,"403, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"192,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36333,0625834 UNIT 33,"405, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"192,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36334,0625834 UNIT 34,"407, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"192,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36335,0625834 UNIT 35,"509, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"139,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36336,0625834 UNIT 36,"508, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"139,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36337,0625834 UNIT 37,"506, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"192,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36338,0625834 UNIT 38,"504, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"183,750",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36339,0625834 UNIT 39,"502, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"213,400",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36340,0625834 UNIT 40,"501, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"192,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36341,0625834 UNIT 41,"503, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36342,0625834 UNIT 42,"505, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"192,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36343,0625834 UNIT 43,"507, 9910 - 107 STREET",,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"192,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36344,0625834 UNIT 44,"44, 9910 - 107 STREET",1,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"4,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36345,0625834 UNIT 45,"45, 9910 - 107 STREET",1,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"4,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36346,0625834 UNIT 46,"46, 9910 - 107 STREET",1,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"4,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36347,0625834 UNIT 47,"47, 9910 - 107 STREET",1,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"4,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36348,0625834 UNIT 48,"48, 9910 - 107 STREET",1,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"4,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36349,0625834 UNIT 49,"49, 9910 - 107 STREET",1,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"4,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
370000,0626668 35 44,9503 - 104 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"359,990",9503,104 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B2,53.806657,-113.636726
370100,0626668 35 45,9505 - 104 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"357,470",9505,104 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B2,53.806584,-113.636898
370200,0626668 35 46,9507 - 104 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"409,450",9507,104 Avenue,Morinville,Alberta,Division No. 11,Canada,,53.8066434,-113.637118
370300,0626668 35 47,9509 - 104 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"389,120",9509,104 Avenue,Morinville,Alberta,Division No. 11,Canada,,53.8066029,-113.6373347
370400,0626668 35 48,9522 - 103 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"386,900",9522,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.806255,-113.637149
370500,0626668 35 49,9520 - 103 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"395,820",9520,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8061582,-113.6368746
370600,0626668 35 50,9518 - 103 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"419,610",9518,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8062113,-113.6367223
370700,0626668 35 51,9516 - 103 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"394,130",9516,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.80642,-113.63657
370800,0626668 35 52,9514 - 103 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"401,690",9514,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8062697,-113.6364278
370900,0626668 35 53,9512 - 103 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"374,180",9512,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8062043,-113.6362072
371000,0626668 35 54,9510 - 103 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"385,620",9510,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8061566,-113.6360841
371100,0626668 35 55,9508 - 103 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"432,280",9508,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8060814,-113.6359437
371200,0626668 35 56,9505 - 103 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"366,270",9505,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.80555,-113.636071
371300,0626668 35 57,9504 - 103 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"381,820",9504,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8059124,-113.6355819
371400,0626668 35 58,9502 - 103 AVENUE,9,Acres,Town of Morinville,Single Det Compact Residential,9,Acres,2014,"471,520",9502,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.805727,-113.635345
371500,0626668 35 59,9502 - 103 AVENUE,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"358,060",9502,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.805727,-113.635345
371600,0626668 35 60,9504 - 103 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"387,330",9504,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8059124,-113.6355819
371700,0626668 35 61,9506 - 103 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"356,160",9506,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.806053,-113.635572
371800,0626668 35 62,9508 - 103 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"360,690",9508,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8060814,-113.6359437
371900,0626668 35 63,9509 - 103 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"389,940",9509,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.805833,-113.636636
372000,0626668 35 64,9511 - 103 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"365,880",9511,103 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8058682,-113.6368795
372100,0626668 35 65,10209 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"405,210",10209,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805608,-113.636372
372200,0626668 35 66,10207 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"429,420",10207,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805494,-113.636317
372300,0626668 35 67,10205 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"389,580",10205,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805371,-113.636269
372400,0626668 35 68,10203 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"405,710",10203,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805242,-113.636224
372500,0626668 37 29,9506 - 104 AVENUE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"495,020",9506,104 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B2,53.8069726,-113.6371277
372600,0626668 37 30,9508 - 104 AVENUE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"480,440",9508,104 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.807048,-113.637531
372700,0626668 37 31,9510 - 104 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"497,350",9510,104 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.806985,-113.637722
372800,0626668 37 32,9602 - 104 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"161,380",9602,104 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.80698,-113.637954
372900,0626668 37 33,9604 - 104 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"470,970",9604,104 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.806934,-113.638154
373000,0626668 37 34,9606 - 104 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"409,840",9606,104 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B6,53.806892,-113.638348
373100,0626668 37 35MR,,1.19,Acres,Town of Morinville,Parks & Open Spaces,1.19,Acres,2014,"250,320",,,,,,,,,
373300,0626668 38 2,10312 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"388,110",10312,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.806355,-113.637794
373200,0626668 38 1,10314 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"398,500",10314,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.806464,-113.637862
373400,0626668 38 3,10310 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"425,290",10310,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8062902,-113.6376707
373500,0626668 38 4,10308 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"369,140",10308,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8061804,-113.6376357
373600,0626668 38 5,10306 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"369,680",10306,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.80604,-113.637599
373700,0626668 38 6,10304 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"344,560",10304,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8059701,-113.6375134
373800,0626668 38 7,10302 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"389,230",10302,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8059026,-113.6374155
373900,0626668 38 8,10216 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"367,000",10216,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.8057386,-113.6373464
374000,0626668 38 9,10214 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"420,210",10214,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B4,53.805605,-113.637503
374100,0626668 38 10,10212 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"398,500",10212,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8055,-113.637438
374200,0626668 38 11,10210 - 96 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"403,830",10210,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805403,-113.637382
374300,0626668 38 12,10208 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"425,650",10208,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805308,-113.6370873
374400,0626668 38 13,10206 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"373,530",10206,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.80517,-113.637279
374500,0626668 38 14,10204 - 96 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"114,710",10204,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.805092,-113.63703
374600,0626938 18 40,9701 - 88 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"311,040",9701,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.800615,-113.622546
374700,0626938 18 41,9703 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"343,090",9703,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8006169,-113.622903
374800,0626938 18 42,9705 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"368,610",9705,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8006894,-113.6230328
374900,0626938 18 43,9707 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"340,030",9707,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.800846,-113.622993
375000,0626938 18 44,9709 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"350,360",9709,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8008433,-113.6233409
375100,0626938 18 45,9711 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"374,310",9711,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8009239,-113.6235163
375200,0626938 18 46PUL,,2,Acres,Town of Morinville,Single Det Compact Residential,2,Acres,2014,"80,130",,,,,,,,,
375300,0626938 18 47,9713 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"356,540",9713,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8010201,-113.6237105
375400,0626938 18 48,9715 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"334,280",9715,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8010959,-113.6238719
375500,0626938 18 49,9717 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"383,580",9717,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8011658,-113.62399
375600,0626938 18 50,9719 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"363,000",9719,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8012485,-113.6241446
376300,0626938 18 57,8808 - 98 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"407,150",8808,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8012323,-113.6251009
376500,0626938 21 21,8807 - 98 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"379,570",8807,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.801171,-113.6247554
376700,0626938 21 23,9718 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"399,390",9718,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8008774,-113.6242096
376900,0626938 21 25,9714 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"106,980",9714,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.800672,-113.623944
376800,0626938 21 24,9716 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"427,670",9716,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8008113,-113.6240803
377000,0626938 21 26,9712 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"415,080",9712,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8006666,-113.6237846
377100,0626938 21 27,9710 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"383,010",9710,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8005775,-113.6236054
377200,0626938 21 28,9708 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"388,370",9708,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8005205,-113.6234869
377300,0626938 21 29,9706 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"393,060",9706,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.800436,-113.6233186
377400,0626938 21 30,9704 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"414,390",9704,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8003889,-113.6232139
377500,0626938 21 31,9702 - 88 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"396,910",9702,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.80016,-113.623235
377600,0626938 23 1,8701 - 97 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"374,120",8701,97 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.800578,-113.621522
377700,0626938 23 2,8703 - 97 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"422,770",8703,97 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8006219,-113.621916
377800,0626938 23 3,8705 - 97 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"367,010",8705,97 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.80049,-113.621952
377900,0626938 23 4,8707 - 97 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"377,420",8707,97 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.800397,-113.622044
378000,0626938 23 5,8709 - 97 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"392,420",8709,97 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8003686,-113.622266
378100,0626938 23 6,8711 - 97 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"390,500",8711,97 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V2,53.800237,-113.6222745
378200,0626938 23 7,8801 - 97 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"365,880",8801,97 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.800202,-113.6225126
378300,0626938 23 8,8803 - 97 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"367,470",8803,97 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.8001412,-113.6225977
378400,0626938 23 9,8805 - 97 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"367,470",8805,97 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.799986,-113.622681
378500,0626938 23 10,8807 - 97 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"389,280",8807,97 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.7999743,-113.6228805
378600,0626938 24 1,9612 - 87 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"419,270",9612,87 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.801022,-113.621242
378700,0626938 24 2,9610 - 87 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"403,050",9610,87 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.800942,-113.621064
378800,0626938 24 3,9608 - 87 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"398,280",9608,87 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0C5,53.800789,-113.621065
375700,0626938 18 51,9721 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"357,840",9721,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8013444,-113.6242369
375800,0626938 18 52,9723 - 88 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"392,560",9723,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8013232,-113.6244161
375900,0626938 18 53,9725 - 88 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"367,530",9725,88 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.801607,-113.624419
376000,0626938 18 54,8802 - 98 AVENUE,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"434,290",8802,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.801709,-113.624684
376100,0626938 18 55,8804 - 98 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"419,160",8804,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8014261,-113.6248696
376200,0626938 18 56,8806 - 98 SVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"388,240",8806,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8013153,-113.6250045
376400,0626938 18 58PUL,,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"108,430",,,,,,,,,
376600,0626938 21 22,8805 - 98 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"374,540",8805,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.800938,-113.624363
