Address,PID,Property LINC,Roll Number,Tax Year,Assessment Value,Description,Legal Description,Land Use District Code,Land Use Description,subdivision,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
40 LAMPLIGHT BAY,1858600,30032643,007321,2016,"$432,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 20 Block: 1 Plan: 032 4146,,,Spruce Grove,40,Lamplight Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N2,53.547177,-113.93628
40 LAMPLIGHT DR,1858606,30032700,007327,2016,"$400,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 26 Block: 1 Plan: 032 4146,,,Spruce Grove,40,Lamplight Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N1,53.54727800000001,-113.936753
40 LEYLAND WAY,2017073,30873996,007942,2016,"$405,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 106 Block: 11 Plan: 052 0033,,,Spruce Grove,40,Leyland Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4S2,53.5453195,-113.8736119
40 LINKSIDE BLVD,1381169,28124964,006719,2016,"$542,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 10 Plan: 992 5645,,,Spruce Grove,40,Linkside Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A6,53.56573299999999,-113.905853
40 LONGVIEW CRES,2010332,30808604,007820,2016,"$438,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 26 Block: 12 Plan: 042 6508,,,Spruce Grove,40,Longview Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R6,53.5655593,-113.8956751
40 MADISON CRES,1376627,14152855,002435,2016,"$363,500.00",INDUSTRIAL,Lot: 3 Block: 6 Plan: 772 2050,,,Spruce Grove,40,Madison Crescent,Spruce Grove,Alberta,Division No. 11,Canada,,53.5372671,-113.9335645
40 MANITOBA CRT,2578095,34726141,013378,2016,"$142,800.00",EXEMPT MUNICIPAL RESERVE/UTIL,Lot: 4PUL Block: 8 Plan: 112 1654,,,Spruce Grove,,Manitoba Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Y9,53.5309323,-113.9319623
40 MARMOT AVE,1376856,15048755,002254,2016,"$366,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 7 Plan: 752 1495,,,Spruce Grove,40,Marmot Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2N6,53.552751,-113.918557
40 MCKEAN WAY,1380109,11675395,003598,2016,"$334,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 98 Block: 1 Plan: 812 3014,,,Spruce Grove,40,McKean Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2R6,53.555679,-113.914998
108 620 KING ST,1281601,29801180,005727,2016,"$166,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 8 Plan: 032 0956,,,Spruce Grove,620,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4B2,53.5570562,-113.8965066
108 87 BROOKWOOD DR,1054699,14113013,002463,2016,"$200,500.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 8 Plan: 772 2320,,,Spruce Grove,87,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5515986,-113.895651
108 ASPENGLEN DR,2712735,35978759,015520,2016,"$380,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 64 Block: 24 Plan: 132 5396,,,Spruce Grove,108,Aspenglen Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R5,53.5650913,-113.9154013
108 AVONLEA WAY,2065782,31310063,008455,2016,"$479,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 22 Plan: 052 5296,,,Spruce Grove,108,Avonlea Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R5,53.564756,-113.911039
108 GILMORE WAY,2689741,35607613,014546,2016,"$379,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 35 Block: 5 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
108 GREENBURY CL,2738972,36389823,016171,2016,"$84,200.00",VACANT RESIDENTIAL LAND,Lot: 40 Block: 6 Plan: 142 4941,,,Spruce Grove,108,Greenbury Close,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5564301,-113.863218
108 GREENBURY MANOR,2740479,36419968,016240,2016,"$118,000.00",VACANT RESIDENTIAL LAND,Lot: 70 Block: 1 Plan: 142 5281,,,Spruce Grove,108,Greenbury Manor,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.559811,-113.8663595
108 GREYSTONE CRES,2070541,31361447,008536,2016,"$401,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 54 Block: 7 Plan: 052 5698,,,Spruce Grove,108,Greystone Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.557121,-113.874556
40 MEADOWLAND WAY,2706848,35858943,015146,2016,"$464,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 7 Block: 10 Plan: 132 4357,,,Spruce Grove,40,Meadowland Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G7,53.5523071,-113.9312383
40 OSWALD DR,1378732,16625197,001049,2016,"$1,151,600.00",INDUSTRIAL,Lot: 1 Block: 4 Plan: 5764RS,,,Spruce Grove,40,Oswald Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.53572,-113.9103944
40 PRAIRIE GATE,2747187,36574896,016467,2016,"$97,100.00",VACANT RESIDENTIAL LAND,Lot: 2 Block: 105 Plan: 152 1112,,,Spruce Grove,,Prairie Gate,,Alberta,Division No. 11,Canada,T7X 3Y3,53.5561893,-113.8589242
40 PRESCOTT CL,2689846,35608983,014683,2016,"$536,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 21 Block: 100 Plan: 132 1021,,,Spruce Grove,,Prescott Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3M1,53.5607643,-113.8579308
40 RAILWAY AVE,1380620,28088078,006684,2016,"$510,000.00",INDUSTRIAL,Lot: 2 Block: Plan: 992 5363,,,Spruce Grove,40,Railway Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5400908,-113.9069115
40 SPRING GATE,2176678,32151813,009591,2016,"$522,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 64 Block: 5 Plan: 062 8426,,,Spruce Grove,40,Spring Gate,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M9,53.5532617,-113.9431158
40 SPRING LINK,2761395,36869105,016887,2016,"$120,000.00",VACANT RESIDENTIAL LAND,Lot: 1 Block: 11 Plan: 152 4401,,,Spruce Grove,40,Spring Link,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E7,53.5516992,-113.9449278
40 SPRINGHAVEN CL,2761400,36869238,016900,2016,"$130,700.00",VACANT RESIDENTIAL LAND,Lot: 19 Block: 11 Plan: 152 4401,,,Spruce Grove,,,,,,,,,
40 SPRINGWOOD WAY,2729470,36257566,015975,2016,"$106,800.00",VACANT RESIDENTIAL LAND,Lot: 56 Block: 8 Plan: 142 3656,,,Spruce Grove,40,Springwood Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E7,53.550442,-113.9443086
40 SPRUCE GARDENS CRES,2748083,36584424,016491,2016,"$94,700.00",VACANT RESIDENTIAL LAND,Lot: 10A Block: 1 Plan: 152 1295,,,Spruce Grove,40,Spruce Gardens Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5570435,-113.9408567
40 SPRUCE RIDGE DR,2477984,34169152,012832,2016,"$518,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 6 Plan: 094 1622,,,Spruce Grove,40,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M8,53.55544,-113.940467
40 SPRUCE VILLAGE DR WEST,2153973,31955793,009288,2016,"$328,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 13 Block: 9 Plan: 062 6083,,,Spruce Grove,40,Spruce Village Drive West,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B8,53.5601831,-113.8801698
40 STONESHIRE CRES,1375914,10773547,004148,2016,"$408,400.00",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,40,Stoneshire Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3E1,53.55959559999999,-113.8992601
40 STONESHIRE MANOR,1379938,12150512,004194,2016,"$628,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 23 Block: 8 Plan: 892 3227,,,Spruce Grove,40,Stoneshire Manor,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3E3,53.5591204,-113.9044058
40 VANESSA AVE,2222357,32569395,009936,2016,"$465,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 20 Block: 15 Plan: 072 6897,,,Spruce Grove,40,Vanessa Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G9,53.56252989999999,-113.8774231
40 VAUGHN AVE,2144690,31865943,009066,2016,"$325,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 14 Block: 7 Plan: 062 4991,,,Spruce Grove,40,Vaughn Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R9,53.5584181,-113.8814046
40 VENICE BLVD,2093363,31471097,008799,2016,"$284,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 25 Block: 6 Plan: 052 6566,,,Spruce Grove,40,Venice Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B7,53.559995,-113.881536
40 VERNON ST,2154166,31961188,009220,2016,"$431,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 14 Block: 12 Plan: 062 6115,,,Spruce Grove,40,Vernon Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B6,53.5604939,-113.8788676
40 VERONA CRES,2464694,34075714,012283,2016,"$616,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 19 Block: 18 Plan: 092 9990,,,Spruce Grove,40,Verona Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0J7,53.561664,-113.873112
40 VIVIAN WAY,2154764,31962202,009357,2016,"$284,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 14 Plan: 062 6135,,,Spruce Grove,40,Vivian Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C2,53.560817,-113.87748
40 WEDGEWOOD AVE,1377245,19349711,001623,2016,"$322,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 5 Plan: 3083TR,,,Spruce Grove,40,Wedgewood Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.554014,-113.9077246
40 WINCHESTER AVE,1377298,19367416,001576,2016,"$357,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 4 Plan: 3083TR,,,Spruce Grove,40,Winchester Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1L4,53.5547929,-113.907501
40 WINDERMERE DR,1379664,19173046,001730,2016,"$502,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 27 Block: 6 Plan: 3371TR,,,Spruce Grove,40,Windermere Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1P6,53.549461,-113.903952
400 KING ST,1381277,16211534,001359,2016,"$340,500.00",EXEMPT MUNICIPAL,Lot: 7 Block: Plan: 6328RS,,,Spruce Grove,400,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2C6,53.544657,-113.899994
400 MCLEOD AVE,1379607,17004870,000223,2016,"$4,759,700.00",EXEMPT CHURCH PROPERTIES,Lot: A Block: 1 Plan: 5179MC,,,Spruce Grove,400,McLeod Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.542265,-113.897184
400 SOUTH AVE,1378601,20792040,001441,2016,"$1,437,300.00",EXEMPT MUNICIPAL,Lot: Block: R1 Plan: 1034TR,,,Spruce Grove,400,South Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5389147,-113.9006891
401 240 SPRUCE RIDGE RD,2331336,33358912,011602,2016,"$183,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 93 Plan: 082 5873,,,Spruce Grove,240,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E7,53.55049409999999,-113.9417869
401 511 QUEEN ST,2734157,36302891,016036,2016,"$375,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 410 Plan: 092 4093,,,Spruce Grove,511,Queen Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G4,53.546299,-113.907187
401 610 KING ST,1282142,29801867,005796,2016,"$161,700.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 27 Plan: 032 0957,,,Spruce Grove,610,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1B3,53.5557929,-113.8971673
401 620 KING ST,1281601,29801355,005744,2016,"$150,800.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 25 Plan: 032 0956,,,Spruce Grove,620,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4B2,53.5570562,-113.8965066
401 JENNIFER HEIL WAY,1958756,30251342,007496,2016,"$705,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: B Plan: 032 6118,,,Spruce Grove,401,Jennifer Heil Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Z6,53.563356,-113.939804
401 JENNIFER HEIL WAY,2713884,35975607,010110,2016,"$19,000.00",AGRICULTURAL,Meridian: 4 Range: 27 Township: 53 Section: 8 Quarter: NE,,,Spruce Grove,401,Jennifer Heil Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Z6,53.563356,-113.939804
401 JENNIFER HEIL WAY,2713884,35975607,010110,2016,"$427,100.00",SINGLE FAMILY RESIDENTIAL,Meridian: 4 Range: 27 Township: 53 Section: 8 Quarter: NE,,,Spruce Grove,401,Jennifer Heil Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Z6,53.563356,-113.939804
401 MCLEOD AVE,1381275,15834211,001356,2016,"$1,931,700.00",EXEMPT MUNICIPAL,Lot: 4 Block: Plan: 6328RS,,,Spruce Grove,401,McLeod Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0J6,53.54342,-113.898605
401A 260 SPRUCE RIDGE RD,2091036,31456750,008710,2016,"$159,400.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 41 Plan: 052 6415,,,Spruce Grove,260,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G5,53.5511704,-113.940108
401A 6 SPRUCE RIDGE DR,1999653,30683057,007694,2016,"$173,200.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 40 Plan: 042 5179,,,Spruce Grove,6,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N3,53.5540695,-113.9375274
401B 260 SPRUCE RIDGE RD,2091036,31457229,008757,2016,"$159,800.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 88 Plan: 052 6415,,,Spruce Grove,260,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G5,53.5511704,-113.940108
401B 6 SPRUCE RIDGE DR,1999653,30683577,007746,2016,"$173,200.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 92 Plan: 042 5179,,,Spruce Grove,6,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N3,53.5540695,-113.9375274
402 112 CHURCH RD,1054700,26269407,006127,2016,"$191,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 18 Plan: 942 3983,,,Spruce Grove,112,Church Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X1,53.54298780000001,-113.9088034
402 224 CHURCH RD,1054698,19779735,004563,2016,"$157,800.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 12 Plan: 912 2713,,,Spruce Grove,224,Church Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3E9,53.543124,-113.904055
402 240 SPRUCE RIDGE RD,2331336,33358920,011603,2016,"$183,400.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 94 Plan: 082 5873,,,Spruce Grove,240,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E7,53.55049409999999,-113.9417869
402 300 SPRUCE RIDGE RD,2443555,33976953,012258,2016,"$234,500.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 60 Plan: 092 7507,,,Spruce Grove,300,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H6,53.555891,-113.936077
402 33 FIFTH AVE,2470835,34119875,012483,2016,"$191,700.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 54 Plan: 094 0864,,,Spruce Grove,33,5 Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2C5,53.54637,-113.898288
402 511 QUEEN ST,2734157,36302909,016037,2016,"$425,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 411 Plan: 092 4093,,,Spruce Grove,511,Queen Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G4,53.546299,-113.907187
402 620 KING ST,1281601,29801362,005745,2016,"$150,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 26 Plan: 032 0956,,,Spruce Grove,620,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4B2,53.5570562,-113.8965066
402 SPRUCE GLEN,1054697,10597483,002381,2016,"$202,500.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 18 Plan: 772 2027,,,Spruce Grove,402,Spruce Glen,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2J7,53.547657,-113.907404
402B 260 SPRUCE RIDGE RD,2091036,31457245,008759,2016,"$156,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 90 Plan: 052 6415,,,Spruce Grove,260,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G5,53.5511704,-113.940108
402B 6 SPRUCE RIDGE DR,1999653,30683692,007758,2016,"$227,700.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 104 Plan: 042 5179,,,Spruce Grove,6,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N3,53.5540695,-113.9375274
403 224 CHURCH RD,1054698,19779727,004562,2016,"$165,200.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 11 Plan: 912 2713,,,Spruce Grove,224,Church Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3E9,53.543124,-113.904055
403 300 SPRUCE RIDGE RD,2443555,33976960,012259,2016,"$227,000.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 61 Plan: 092 7507,,,Spruce Grove,300,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H6,53.555891,-113.936077
403 620 KING ST,1281601,29801370,005746,2016,"$150,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 27 Plan: 032 0956,,,Spruce Grove,620,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4B2,53.5570562,-113.8965066
403 SPRUCE GLEN,1054697,14163547,002382,2016,"$207,400.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 19 Plan: 772 2027,,,Spruce Grove,403,Spruce Glen,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2J7,53.547735,-113.907417
403A 260 SPRUCE RIDGE RD,2091036,31456742,008709,2016,"$156,800.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 40 Plan: 052 6415,,,Spruce Grove,260,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G5,53.5511704,-113.940108
404 240 SPRUCE RIDGE RD,2331336,33358946,011605,2016,"$141,900.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 96 Plan: 082 5873,,,Spruce Grove,240,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E7,53.55049409999999,-113.9417869
404 511 QUEEN ST,2734157,36302925,016039,2016,"$375,900.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 413 Plan: 092 4093,,,Spruce Grove,511,Queen Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G4,53.546299,-113.907187
404 620 KING ST,1281601,29801388,005747,2016,"$151,100.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 28 Plan: 032 0956,,,Spruce Grove,620,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4B2,53.5570562,-113.8965066
404 CALAHOO RD,1375732,22408181,010025,2016,"$1,848,600.00",SINGLE FAMILY RESIDENTIAL,Meridian: 4 Range: 27 Township: 53 Section: 3 Quarter: SW,,,Spruce Grove,404,Calahoo Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2H6,53.545553,-113.908982
404A 6 SPRUCE RIDGE DR,1999653,30683163,007705,2016,"$222,900.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 51 Plan: 042 5179,,,Spruce Grove,6,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N3,53.5540695,-113.9375274
108 HAMILTON CRT,2534558,34486051,013144,2016,"$351,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 94 Block: 8 Plan: 102 5281,,,Spruce Grove,108,Hamilton Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0K4,53.562252,-113.949639
108 HARTWICK LOOP,2064286,31296692,008349,2016,"$303,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 22 Block: 3 Plan: 052 5093,,,Spruce Grove,108,Hartwick Loop,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5583968,-113.9431705
108 HARVEST RIDGE DR,2736967,36356848,016081,2016,"$107,500.00",VACANT RESIDENTIAL LAND,Lot: 69 Block: 11 Plan: 142 4670,,,Spruce Grove,108,Harvest Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E9,53.5617381,-113.948547
108 HEATHERGLEN CRES,1380505,26076182,006008,2016,"$341,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 48 Block: 5 Plan: 942 2094,,,Spruce Grove,108,Heatherglen Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X5,53.5576638,-113.9253474
108 JESPERSEN AVE,1377308,19378752,000213,2016,"$294,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 16 Block: 16 Plan: 3055MC,,,Spruce Grove,108,Jespersen Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2H7,53.544023,-113.908671
405 112 CHURCH RD,1054700,26269431,006130,2016,"$225,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 21 Plan: 942 3983,,,Spruce Grove,112,Church Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X1,53.54298780000001,-113.9088034
405 240 SPRUCE RIDGE RD,2331336,33358954,011606,2016,"$218,700.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 97 Plan: 082 5873,,,Spruce Grove,240,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E7,53.55049409999999,-113.9417869
405 300 SPRUCE RIDGE RD,2443555,33976986,012261,2016,"$233,300.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 63 Plan: 092 7507,,,Spruce Grove,300,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H6,53.555891,-113.936077
405 33 FIFTH AVE,2470835,34119909,012486,2016,"$265,300.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 57 Plan: 094 0864,,,Spruce Grove,33,5 Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2C5,53.54637,-113.898288
405 511 QUEEN ST,2734157,36302933,016040,2016,"$322,400.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 414 Plan: 092 4093,,,Spruce Grove,511,Queen Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G4,53.546299,-113.907187
405 620 KING ST,1281601,29801396,005748,2016,"$154,900.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 29 Plan: 032 0956,,,Spruce Grove,620,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4B2,53.5570562,-113.8965066
405A 260 SPRUCE RIDGE RD,2091036,31456734,008708,2016,"$143,200.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 39 Plan: 052 6415,,,Spruce Grove,260,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G5,53.5511704,-113.940108
405B 6 SPRUCE RIDGE DR,1999653,30683593,007748,2016,"$222,900.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 94 Plan: 042 5179,,,Spruce Grove,6,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N3,53.5540695,-113.9375274
406 300 SPRUCE RIDGE RD,2443555,33976838,012246,2016,"$239,800.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 48 Plan: 092 7507,,,Spruce Grove,300,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H6,53.555891,-113.936077
406 SPRUCE GLEN,1054697,14163570,002385,2016,"$202,500.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 22 Plan: 772 2027,,,Spruce Grove,406,Spruce Glen,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2J7,53.547911,-113.907398
406A 6 SPRUCE RIDGE DR,1999653,30683156,007704,2016,"$173,200.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 50 Plan: 042 5179,,,Spruce Grove,6,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N3,53.5540695,-113.9375274
406B 260 SPRUCE RIDGE RD,2091036,31457260,008761,2016,"$156,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 92 Plan: 052 6415,,,Spruce Grove,260,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G5,53.5511704,-113.940108
406B 6 SPRUCE RIDGE DR,1999653,30683676,007756,2016,"$173,200.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 102 Plan: 042 5179,,,Spruce Grove,6,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N3,53.5540695,-113.9375274
407 112 CHURCH RD,1054700,26269457,006132,2016,"$247,400.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 23 Plan: 942 3983,,,Spruce Grove,112,Church Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X1,53.54298780000001,-113.9088034
407 240 SPRUCE RIDGE RD,2331336,33358979,011608,2016,"$183,800.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 99 Plan: 082 5873,,,Spruce Grove,240,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E7,53.55049409999999,-113.9417869
407 33 FIFTH AVE,2470835,34119925,012488,2016,"$191,700.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 59 Plan: 094 0864,,,Spruce Grove,33,5 Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2C5,53.54637,-113.898288
407 610 KING ST,1282142,29801925,005802,2016,"$161,700.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 33 Plan: 032 0957,,,Spruce Grove,610,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1B3,53.5557929,-113.8971673
407 620 KING ST,1281601,29801412,005750,2016,"$154,000.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 31 Plan: 032 0956,,,Spruce Grove,620,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4B2,53.5570562,-113.8965066
